evaluation_row_id,candidate_id,alert_id,market_id,event_id,event_family_id,category_key,decision_timestamp,feature_schema_version,candidate_severity_score,alert_severity_rank,has_alert,has_resolution,rule_count,fresh_wallet_count,fresh_wallet_notional_share,directional_imbalance,concentration_ratio,probability_velocity,probability_acceleration,volume_acceleration,market_status_closed,evidence_state,coverage_status,direction,label_success,label_available,liquidity_bucket,event_family_holdout,category_holdout,time_holdout,probability_velocity_abs,probability_acceleration_abs,dataset_partition
candidate:522e1961eaba4a4daadfbf8eb355c5c0,522e1961eaba4a4daadfbf8eb355c5c0,362cc26165cc4bc68c7186cacaea1f4a,phase10_holdout_market_train_011,phase10_holdout_event_train_011,phase10_holdout_event_train_011,politics,2026-01-15T05:17:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:c82ffb01e6cb45d8a8de4cd24b3ebc3e,c82ffb01e6cb45d8a8de4cd24b3ebc3e,06cb06c982734a0eadd95e4cb592976b,phase10_holdout_market_train_012,phase10_holdout_event_train_012,phase10_holdout_event_train_012,sports,2026-01-15T05:19:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:452fd5f385094a258b1e7bbb5610537d,452fd5f385094a258b1e7bbb5610537d,e48efc71446e4d9eb5c31e955e3e27bb,phase10_holdout_market_train_013,phase10_holdout_event_train_013,phase10_holdout_event_train_013,crypto,2026-01-15T05:20:45+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:8779fdf4d1344b8f96fef9aa21fdb195,8779fdf4d1344b8f96fef9aa21fdb195,4f57d795c49646eebabc3d620511b216,phase10_holdout_market_train_014,phase10_holdout_event_train_014,phase10_holdout_event_train_014,macro,2026-01-15T05:22:15+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:dfc1eb30d9c849b192062af0edf90c17,dfc1eb30d9c849b192062af0edf90c17,4d020695bcbe433e8490a3857f9654b9,phase10_holdout_market_train_015,phase10_holdout_event_train_015,phase10_holdout_event_train_015,politics,2026-01-15T05:23:45+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:16eec7c1444a4e39bd3477146bf643a4,16eec7c1444a4e39bd3477146bf643a4,9ce6d79f77ee42beb1b8d8c2078b0a07,phase10_holdout_market_train_016,phase10_holdout_event_train_016,phase10_holdout_event_train_016,sports,2026-01-15T05:25:15+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_3_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:cb552fe4617246d38d8fb850982fc790,cb552fe4617246d38d8fb850982fc790,c6b4b12bad894ce09b7666f5832e0067,phase10_holdout_market_train_017,phase10_holdout_event_train_017,phase10_holdout_event_train_017,crypto,2026-01-15T05:26:45+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_4_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:0f9cd37e5d5249289f652c2f379de3cb,0f9cd37e5d5249289f652c2f379de3cb,72292145693742ebb39ebab9164d380a,phase10_holdout_market_train_018,phase10_holdout_event_train_018,phase10_holdout_event_train_018,macro,2026-01-15T05:28:15+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_5_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:68589cb210a14979ba7b2fa91666d8bd,68589cb210a14979ba7b2fa91666d8bd,b8c843d333c14a69ac284b448baac35c,phase10_holdout_market_train_019,phase10_holdout_event_train_019,phase10_holdout_event_train_019,politics,2026-01-15T05:29:45+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_1_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:4397c8721d794b219c9dd91d96a39caf,4397c8721d794b219c9dd91d96a39caf,e6ea58cb3c0b4a05aaacc4bd4885df4a,phase10_holdout_market_train_020,phase10_holdout_event_train_020,phase10_holdout_event_train_020,sports,2026-01-15T05:31:15+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_2_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:bad3fe0a2cde4d21ae75cf0ff92e83e5,bad3fe0a2cde4d21ae75cf0ff92e83e5,4f33d444e6474dce8556e7ec70df58b5,phase10_holdout_market_train_021,phase10_holdout_event_train_021,phase10_holdout_event_train_021,crypto,2026-01-15T05:32:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_3_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:8f2adabadf0243adaea5bc01702fef76,8f2adabadf0243adaea5bc01702fef76,118bdb5d2efa43dea43d6d47212aceeb,phase10_holdout_market_train_022,phase10_holdout_event_train_022,phase10_holdout_event_train_022,macro,2026-01-15T05:34:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_4_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:af1ae35e9ff24dd981505d39c4c5009d,af1ae35e9ff24dd981505d39c4c5009d,038827932efe426ab2770081bd0e2a1d,phase10_holdout_market_train_023,phase10_holdout_event_train_023,phase10_holdout_event_train_023,politics,2026-01-15T05:35:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_5_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:968f5ac0d6554109b6c09153d09bb1ae,968f5ac0d6554109b6c09153d09bb1ae,9b6eb6bc261d4509b9d2f3933e7a1e8a,phase10_holdout_market_train_024,phase10_holdout_event_train_024,phase10_holdout_event_train_024,sports,2026-01-15T05:37:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_1_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:5cb23cd0dd99410bb7188cf8a489422a,5cb23cd0dd99410bb7188cf8a489422a,28deeb62561b4255a48f592db0f99090,phase10_holdout_market_train_025,phase10_holdout_event_train_025,phase10_holdout_event_train_025,crypto,2026-01-15T05:38:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_2_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:a471f93ddc124119aff2f781a19cd944,a471f93ddc124119aff2f781a19cd944,fd0a8dc5e8074e1681ecf69c13752bbf,phase10_holdout_market_train_026,phase10_holdout_event_train_026,phase10_holdout_event_train_026,macro,2026-01-15T05:40:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_3_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:d7a4d08e3f284c27ac58fbaad070b260,d7a4d08e3f284c27ac58fbaad070b260,bf64615afc104ac3a5792135bb370226,phase10_holdout_market_train_027,phase10_holdout_event_train_027,phase10_holdout_event_train_027,politics,2026-01-15T05:41:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_4_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:9ff6606214a3411e80747fea17b14406,9ff6606214a3411e80747fea17b14406,4805836c38224b26acf4b5b21ac4d802,phase10_holdout_market_train_028,phase10_holdout_event_train_028,phase10_holdout_event_train_028,sports,2026-01-15T05:43:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_5_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:596105032a6c4363a36d0d4e3d02b980,596105032a6c4363a36d0d4e3d02b980,1940cdd001db465b8974871740cc1dde,phase10_holdout_market_train_029,phase10_holdout_event_train_029,phase10_holdout_event_train_029,crypto,2026-01-15T05:44:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_1_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:4b81d5c0cd31457090945f432bb7e94d,4b81d5c0cd31457090945f432bb7e94d,a5792df24d564ea8b91f74e91dca5c4b,phase10_holdout_market_train_030,phase10_holdout_event_train_030,phase10_holdout_event_train_030,macro,2026-01-15T05:46:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_2_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:75b6e4b6bf324d48a003a6be493e4436,75b6e4b6bf324d48a003a6be493e4436,b17c08a87d6d4644a0cef0e5ab07d4b8,phase10_holdout_market_train_031,phase10_holdout_event_train_031,phase10_holdout_event_train_031,politics,2026-01-15T05:47:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:421d718ccbed4f9386ac0566ea5d7f4e,421d718ccbed4f9386ac0566ea5d7f4e,8a4789794042474aa1b30cfc2e02be89,phase10_holdout_market_train_032,phase10_holdout_event_train_032,phase10_holdout_event_train_032,sports,2026-01-15T05:49:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:0b17f5e1b439477bb2573ddbc125a304,0b17f5e1b439477bb2573ddbc125a304,9019f51f9e194af092aff9973ff4cdd0,phase10_holdout_market_validation_033,phase10_holdout_event_validation_033,phase10_holdout_event_validation_033,crypto,2026-02-15T05:02:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:0d19c8996163479baa9a197110b501ee,0d19c8996163479baa9a197110b501ee,7c53853c44f346d995052c02e5d6175b,phase10_holdout_market_validation_034,phase10_holdout_event_validation_034,phase10_holdout_event_validation_034,macro,2026-02-15T05:04:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:52cb0e43dc3a4856bc344b9b522c6d70,52cb0e43dc3a4856bc344b9b522c6d70,e7538e7fe7694aae81c5b9e5afc18091,phase10_holdout_market_validation_035,phase10_holdout_event_validation_035,phase10_holdout_event_validation_035,politics,2026-02-15T05:05:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:9cd86dab029642c19ed9a2069b16f4df,9cd86dab029642c19ed9a2069b16f4df,dc5a7ae3960b4e4e982fbbf6a3af4e4c,phase10_holdout_market_validation_036,phase10_holdout_event_validation_036,phase10_holdout_event_validation_036,sports,2026-02-15T05:07:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_3_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:390bab1e96b045e0afb697090326e639,390bab1e96b045e0afb697090326e639,17b9509f69324c2fab3370552ec744eb,phase10_holdout_market_validation_037,phase10_holdout_event_validation_037,phase10_holdout_event_validation_037,crypto,2026-02-15T05:08:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_4_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:9084cb8d4f60410abb61be3620c1f2e1,9084cb8d4f60410abb61be3620c1f2e1,50645aaeca4a44bbbf23e32d5389f701,phase10_holdout_market_validation_038,phase10_holdout_event_validation_038,phase10_holdout_event_validation_038,macro,2026-02-15T05:10:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_5_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:dcc750be2ef945129291bb199ca48bc0,dcc750be2ef945129291bb199ca48bc0,a8d8e09005d24943b8d1a9e24497d877,phase10_holdout_market_validation_039,phase10_holdout_event_validation_039,phase10_holdout_event_validation_039,politics,2026-02-15T05:11:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_1_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:53cc9464dbe5417dbc23735d20aa99dc,53cc9464dbe5417dbc23735d20aa99dc,2e40c0d32ec34b769fd8ef6e056bd0c7,phase10_holdout_market_validation_040,phase10_holdout_event_validation_040,phase10_holdout_event_validation_040,sports,2026-02-15T05:13:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_2_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:606eb06a7645472082d9840a9dfa8320,606eb06a7645472082d9840a9dfa8320,e152def0a09e43cca33fb3ac49f89faa,phase10_holdout_market_validation_041,phase10_holdout_event_validation_041,phase10_holdout_event_validation_041,crypto,2026-02-15T05:14:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_3_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:a49ea2c72c7c4da98d2e11cc94a457f2,a49ea2c72c7c4da98d2e11cc94a457f2,58f147899624415eb0679cb2030e2236,phase10_holdout_market_validation_042,phase10_holdout_event_validation_042,phase10_holdout_event_validation_042,macro,2026-02-15T05:16:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_4_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:2ec4c6dc2eb740e59bd4d7133edf9661,2ec4c6dc2eb740e59bd4d7133edf9661,f2bbb2f1edeb4806865bf726cc490646,phase10_holdout_market_validation_043,phase10_holdout_event_validation_043,phase10_holdout_event_validation_043,politics,2026-02-15T05:17:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_5_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:b0714058a40e48199c4290e053d0075b,b0714058a40e48199c4290e053d0075b,fecd86cac217416985e6c885810bca38,phase10_holdout_market_validation_044,phase10_holdout_event_validation_044,phase10_holdout_event_validation_044,sports,2026-02-15T05:19:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_1_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:f015c0d47e6944fab3eb2f67b17bbfb4,f015c0d47e6944fab3eb2f67b17bbfb4,5fbd4c63b8584360aec0024858693047,phase10_holdout_market_validation_045,phase10_holdout_event_validation_045,phase10_holdout_event_validation_045,crypto,2026-02-15T05:20:45+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_2_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:727b082e4a2d4d73b84a8a28d88a4f9d,727b082e4a2d4d73b84a8a28d88a4f9d,46315b6730db4aeaa0a252f862359b91,phase10_holdout_market_validation_046,phase10_holdout_event_validation_046,phase10_holdout_event_validation_046,macro,2026-02-15T05:22:15+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_3_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:6218d085ded3489591350b653ccb1de2,6218d085ded3489591350b653ccb1de2,3ecf2300a7104da2b284bfa15a316611,phase10_holdout_market_validation_047,phase10_holdout_event_validation_047,phase10_holdout_event_validation_047,politics,2026-02-15T05:23:45+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_4_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:4acce002f54f41be9798ceb88515627f,4acce002f54f41be9798ceb88515627f,311eda19e3f7491babc2bfd90b8725ab,phase10_holdout_market_validation_048,phase10_holdout_event_validation_048,phase10_holdout_event_validation_048,sports,2026-02-15T05:25:15+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_5_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:c54d219919894602b7bffade93697f29,c54d219919894602b7bffade93697f29,6a5926861e96425e8f97f38dd62670f9,phase10_holdout_market_validation_049,phase10_holdout_event_validation_049,phase10_holdout_event_validation_049,crypto,2026-02-15T05:26:45+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_1_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:eadc5d801afd43de8358d81a6aad4d5a,eadc5d801afd43de8358d81a6aad4d5a,bbb112aea67244e3a4f860a7345ea709,phase10_holdout_market_validation_050,phase10_holdout_event_validation_050,phase10_holdout_event_validation_050,macro,2026-02-15T05:28:15+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_2_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:3c3b6088798243f4876ecbae473ceb92,3c3b6088798243f4876ecbae473ceb92,b93483ff5450475cba4bf1ee8e5a3112,phase10_holdout_market_validation_051,phase10_holdout_event_validation_051,phase10_holdout_event_validation_051,politics,2026-02-15T05:29:45+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:b289762c1ccf4d7291b1ec090baec052,b289762c1ccf4d7291b1ec090baec052,d9307580596245d8acd684a0827c865b,phase10_holdout_market_validation_052,phase10_holdout_event_validation_052,phase10_holdout_event_validation_052,sports,2026-02-15T05:31:15+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:70293bfe0bb745c29582f11cb7077ea0,70293bfe0bb745c29582f11cb7077ea0,52411c7cd2694a46b59c822666f3e07a,phase10_holdout_market_validation_053,phase10_holdout_event_validation_053,phase10_holdout_event_validation_053,crypto,2026-02-15T05:32:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:aa40da4c9e19439083957ed596ae64e0,aa40da4c9e19439083957ed596ae64e0,ef8a58970d7c4ec385cf4693e3947436,phase10_holdout_market_validation_054,phase10_holdout_event_validation_054,phase10_holdout_event_validation_054,macro,2026-02-15T05:34:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:a618c33c8fc1413697d3571e0d886e08,a618c33c8fc1413697d3571e0d886e08,c33c922aaa7c49ad807d067e50efd53a,phase10_holdout_market_validation_055,phase10_holdout_event_validation_055,phase10_holdout_event_validation_055,politics,2026-02-15T05:35:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
