evaluation_row_id,candidate_id,alert_id,market_id,event_id,event_family_id,category_key,decision_timestamp,feature_schema_version,candidate_severity_score,alert_severity_rank,has_alert,has_resolution,rule_count,fresh_wallet_count,fresh_wallet_notional_share,directional_imbalance,concentration_ratio,probability_velocity,probability_acceleration,volume_acceleration,market_status_closed,evidence_state,coverage_status,direction,label_success,label_available,liquidity_bucket,event_family_holdout,category_holdout,time_holdout,probability_velocity_abs,probability_acceleration_abs,dataset_partition
candidate:dc06381c8a744381821df2fff884c6e2,dc06381c8a744381821df2fff884c6e2,5b88e74085374f90bc816ed2f9129f6e,phase10_holdout_market_train_022,phase10_holdout_event_train_022,phase10_holdout_event_train_022,macro,2026-01-15T05:34:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_4_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:583e8992f06b414da8fc1b02fe64582c,583e8992f06b414da8fc1b02fe64582c,d670337a94da42e4a28305232d93301c,phase10_holdout_market_train_023,phase10_holdout_event_train_023,phase10_holdout_event_train_023,politics,2026-01-15T05:35:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_5_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:64f2e87b6e9a4020a5305e4521fecead,64f2e87b6e9a4020a5305e4521fecead,f136d09d8c2d460f821303b6f632f36c,phase10_holdout_market_train_024,phase10_holdout_event_train_024,phase10_holdout_event_train_024,sports,2026-01-15T05:37:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_1_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:3083b6350d3a4ac28ae64afc981d279c,3083b6350d3a4ac28ae64afc981d279c,cd57a60a8d6c4e1cae0647f6d3ff6db8,phase10_holdout_market_train_025,phase10_holdout_event_train_025,phase10_holdout_event_train_025,crypto,2026-01-15T05:38:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_2_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:b1f3973eb43a4e5f86ce051938ef5c98,b1f3973eb43a4e5f86ce051938ef5c98,6fbb3a0ec7ef4e26a681ec1b93969acf,phase10_holdout_market_train_026,phase10_holdout_event_train_026,phase10_holdout_event_train_026,macro,2026-01-15T05:40:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_3_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:f8f54ac3652842348aca5f43913dbb6b,f8f54ac3652842348aca5f43913dbb6b,9783d9c06b014c4988e6ade1e9cbfa86,phase10_holdout_market_train_027,phase10_holdout_event_train_027,phase10_holdout_event_train_027,politics,2026-01-15T05:41:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_4_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:678230c55cc94e0b9d2c8295c0c83ff7,678230c55cc94e0b9d2c8295c0c83ff7,2342b0f07f884fc5b941ea1bfd90960b,phase10_holdout_market_train_028,phase10_holdout_event_train_028,phase10_holdout_event_train_028,sports,2026-01-15T05:43:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_5_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:e2d05b8a98d04070a753973c510b9ff9,e2d05b8a98d04070a753973c510b9ff9,d9014da3673041a7bc401949ccd0430d,phase10_holdout_market_train_029,phase10_holdout_event_train_029,phase10_holdout_event_train_029,crypto,2026-01-15T05:44:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_1_of_5,crypto,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:1b199c02b6d44d5a9c42cf608c25c705,1b199c02b6d44d5a9c42cf608c25c705,ad927801549941809f5dd52f340570cb,phase10_holdout_market_train_030,phase10_holdout_event_train_030,phase10_holdout_event_train_030,macro,2026-01-15T05:46:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_2_of_5,macro,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:c8cc45c339a24fada98abf6e9bccd71c,c8cc45c339a24fada98abf6e9bccd71c,3abfaf086a5f44299b122b1d556118f1,phase10_holdout_market_train_031,phase10_holdout_event_train_031,phase10_holdout_event_train_031,politics,2026-01-15T05:47:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:37ae51f340b14dc8ae2a6a6c53740f17,37ae51f340b14dc8ae2a6a6c53740f17,1dcbe3ef9d6a46cc94ad47dc0573dbcc,phase10_holdout_market_train_032,phase10_holdout_event_train_032,phase10_holdout_event_train_032,sports,2026-01-15T05:49:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-01-07:2026-02-06,0.032,0.012,train
candidate:dd90e31c15104f7896720fa879649864,dd90e31c15104f7896720fa879649864,7369321dd871437e93dbe76d8c166730,phase10_holdout_market_validation_033,phase10_holdout_event_validation_033,phase10_holdout_event_validation_033,crypto,2026-02-15T05:02:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:9ae25e84d5c049a99d885a087c5c09d5,9ae25e84d5c049a99d885a087c5c09d5,ba428381e39149a1b2db4d1ff2c68ea4,phase10_holdout_market_validation_034,phase10_holdout_event_validation_034,phase10_holdout_event_validation_034,macro,2026-02-15T05:04:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:4d506386db0848d4a90266a1a094f519,4d506386db0848d4a90266a1a094f519,71522883c46b45dda8122f584c5ead3e,phase10_holdout_market_validation_035,phase10_holdout_event_validation_035,phase10_holdout_event_validation_035,politics,2026-02-15T05:05:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:188a7062f3af49669dbe1e162e3f1fe8,188a7062f3af49669dbe1e162e3f1fe8,6e73a343d3614f41b5789dc8ec6ffc1b,phase10_holdout_market_validation_036,phase10_holdout_event_validation_036,phase10_holdout_event_validation_036,sports,2026-02-15T05:07:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_3_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:e9648f7fa22d4d7b92fd074e66cc7448,e9648f7fa22d4d7b92fd074e66cc7448,c40a6ad1bc864be2b8a36d314ebbfb77,phase10_holdout_market_validation_037,phase10_holdout_event_validation_037,phase10_holdout_event_validation_037,crypto,2026-02-15T05:08:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_4_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:38a646a3d5e84e168954d88d76e61be5,38a646a3d5e84e168954d88d76e61be5,4692bd00544c474dbc482a99621dce9e,phase10_holdout_market_validation_038,phase10_holdout_event_validation_038,phase10_holdout_event_validation_038,macro,2026-02-15T05:10:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_5_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:affb17366e1744c7b51fb5239cb187d4,affb17366e1744c7b51fb5239cb187d4,f16c63ff79844ab0b63d9d8c5996a511,phase10_holdout_market_validation_039,phase10_holdout_event_validation_039,phase10_holdout_event_validation_039,politics,2026-02-15T05:11:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_1_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:3c39bea88d764ec3bea4de518202976d,3c39bea88d764ec3bea4de518202976d,632f3dd3379140f396f17c122391ffb3,phase10_holdout_market_validation_040,phase10_holdout_event_validation_040,phase10_holdout_event_validation_040,sports,2026-02-15T05:13:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_2_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:88cf44a65e7a4dfbbef9ae8e89bfe159,88cf44a65e7a4dfbbef9ae8e89bfe159,e4b2bf1e3783484ea987b915b7dc355c,phase10_holdout_market_validation_041,phase10_holdout_event_validation_041,phase10_holdout_event_validation_041,crypto,2026-02-15T05:14:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_3_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:84867e2243404328b5a81c12cfc0c538,84867e2243404328b5a81c12cfc0c538,2ba8ca64847d45d2b86ac90ae79b59ad,phase10_holdout_market_validation_042,phase10_holdout_event_validation_042,phase10_holdout_event_validation_042,macro,2026-02-15T05:16:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_4_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:9523d15ab88648c78f51c29cc911e680,9523d15ab88648c78f51c29cc911e680,14549885d13142679618d73461da386e,phase10_holdout_market_validation_043,phase10_holdout_event_validation_043,phase10_holdout_event_validation_043,politics,2026-02-15T05:17:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_5_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:31cc57f244ed4437bad3f72c9c005e26,31cc57f244ed4437bad3f72c9c005e26,a881fa0e57544c8fa3386f5cf5ad4f45,phase10_holdout_market_validation_044,phase10_holdout_event_validation_044,phase10_holdout_event_validation_044,sports,2026-02-15T05:19:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_1_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:21d2e9d7e8014cd6b882b1054a4ecd1f,21d2e9d7e8014cd6b882b1054a4ecd1f,448d9a99996248899e0736af67a04146,phase10_holdout_market_validation_045,phase10_holdout_event_validation_045,phase10_holdout_event_validation_045,crypto,2026-02-15T05:20:45+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_2_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:f210582931104dc8960dead8faa94207,f210582931104dc8960dead8faa94207,c45f8bf9cd3e45188a7561cbb078cec7,phase10_holdout_market_validation_046,phase10_holdout_event_validation_046,phase10_holdout_event_validation_046,macro,2026-02-15T05:22:15+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_3_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:ac03de368e1d4f738c2612b9a4e811db,ac03de368e1d4f738c2612b9a4e811db,b1ed3a8fb7fb436687e10b23efd5090d,phase10_holdout_market_validation_047,phase10_holdout_event_validation_047,phase10_holdout_event_validation_047,politics,2026-02-15T05:23:45+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_4_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:26b8d09942c6442dac0e1e09a2640d67,26b8d09942c6442dac0e1e09a2640d67,f8161fef46dd45d59605e0646b0f4112,phase10_holdout_market_validation_048,phase10_holdout_event_validation_048,phase10_holdout_event_validation_048,sports,2026-02-15T05:25:15+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_5_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:18d72c4f21bf4e7b9cf6d3da1a2b766c,18d72c4f21bf4e7b9cf6d3da1a2b766c,eb014419468643a9a3faf96ef82adf7e,phase10_holdout_market_validation_049,phase10_holdout_event_validation_049,phase10_holdout_event_validation_049,crypto,2026-02-15T05:26:45+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_1_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:6666120cf3da4036ad0dd172a9500569,6666120cf3da4036ad0dd172a9500569,b86ba74a30ed4b3bb3b5e5f7a9e7ffff,phase10_holdout_market_validation_050,phase10_holdout_event_validation_050,phase10_holdout_event_validation_050,macro,2026-02-15T05:28:15+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_2_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:1853b69b14b64d2bb302999482451c5d,1853b69b14b64d2bb302999482451c5d,39e7909a11ee4c6d9606e6b6d59cb3e5,phase10_holdout_market_validation_051,phase10_holdout_event_validation_051,phase10_holdout_event_validation_051,politics,2026-02-15T05:29:45+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:ef9e54b80ce2499db956f1bbf7c0963d,ef9e54b80ce2499db956f1bbf7c0963d,2b4f9bcec2ca4fbcbf262712670bc89e,phase10_holdout_market_validation_052,phase10_holdout_event_validation_052,phase10_holdout_event_validation_052,sports,2026-02-15T05:31:15+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:8c1f47fb3bee47e1b1bf2588fe8e01cd,8c1f47fb3bee47e1b1bf2588fe8e01cd,c83ed597f1994feba99669554984ee66,phase10_holdout_market_validation_053,phase10_holdout_event_validation_053,phase10_holdout_event_validation_053,crypto,2026-02-15T05:32:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:e5ccc0c7f7bf4ef197ddad5cbc7697dd,e5ccc0c7f7bf4ef197ddad5cbc7697dd,0bf5c280f51d4e57b177fb21f6b82f71,phase10_holdout_market_validation_054,phase10_holdout_event_validation_054,phase10_holdout_event_validation_054,macro,2026-02-15T05:34:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
